Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1695454,00000120,false,Rx,1,4,00,00,03,0A,00,00,00,00,
1695676,0000055A,false,Rx,1,8,19,34,36,34,55,00,5B,48,
1700698,000001DB,false,Rx,1,8,FF,A0,BB,8B,29,00,01,1B,
1700927,000001DC,false,Rx,1,8,6E,04,A4,A1,E1,0C,E1,55,
1702311,0000011A,false,Rx,1,8,4E,40,00,55,40,00,02,B0,
1702544,000001D4,false,Rx,1,8,F7,07,00,00,87,44,30,7B,
1702786,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,02,8F,
1703008,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1705284,000001DA,false,Rx,1,8,BA,72,58,00,00,01,00,68,
1705443,00000120,false,Rx,1,4,00,00,04,9B,00,00,00,00,
1706855,0000055B,false,Rx,1,8,A4,40,AA,00,DF,C0,10,95,
1707088,0000059E,false,Rx,1,8,00,00,0C,76,18,00,00,00,
1707331,000005BC,false,Rx,1,8,3D,80,F0,64,B0,01,00,32,
1710697,000001DB,false,Rx,1,8,FF,A0,BB,8B,29,00,02,11,
1710926,000001DC,false,Rx,1,8,6E,04,A4,A1,E5,04,C6,42,
1712300,0000011A,false,Rx,1,8,4E,40,00,AA,80,00,03,A6,
1712533,000001D4,false,Rx,1,8,F7,07,00,00,C7,44,30,BC,
1712775,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,03,8F,
1712999,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1715283,000001DA,false,Rx,1,8,BA,32,58,00,00,01,01,4F,
1715454,00000120,false,Rx,1,4,00,00,05,1E,00,00,00,00,
1720699,000001DB,false,Rx,1,8,FF,A0,BB,8B,29,00,03,94,
1720928,000001DC,false,Rx,1,8,6E,04,A4,A1,E8,C0,C3,F9,
1722156,00000390,false,Rx,1,8,24,00,01,02,00,00,00,27,
1722390,0000011A,false,Rx,1,8,4E,40,00,AA,C0,00,00,6B,
1722632,000001D4,false,Rx,1,8,F7,07,00,00,07,44,30,70,
1722877,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,00,8F,
1723098,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1725280,000001DA,false,Rx,1,8,BA,32,58,00,00,01,02,45,
1725451,00000120,false,Rx,1,4,00,00,06,14,00,00,00,00,
1727163,00000393,false,Rx,1,8,26,51,00,00,00,00,00,2F,
1730692,000001DB,false,Rx,1,8,FF,A0,BB,8B,29,00,00,9E,
1730920,000001DC,false,Rx,1,8,6E,04,A4,A1,EC,DC,C8,10,
1732305,0000011A,false,Rx,1,8,4E,40,00,55,00,00,01,7D,
1732538,000001D4,false,Rx,1,8,F7,07,00,00,47,44,30,B7,
1732780,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,01,8F,
1733004,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1735278,000001DA,false,Rx,1,8,BA,72,58,00,00,01,03,62,
1735449,00000120,false,Rx,1,4,00,00,07,91,00,00,00,00,
1740695,000001DB,false,Rx,1,8,FF,A0,BB,8B,29,00,01,1B,
1740924,000001DC,false,Rx,1,8,6E,04,A4,A1,E1,0C,E1,55,
1742308,0000011A,false,Rx,1,8,4E,40,00,55,40,00,02,B0,
1742551,000001D4,false,Rx,1,8,F7,07,00,00,87,44,30,7B,
1742783,000001F2,false,Rx,1,8,30,64,20,AC,00,3C,02,8F,
1743014,0000050B,false,Rx,1,7,00,00,06,C0,00,00,00,00,
1745279,000001DA,false,Rx,1,8,BA,72,58,00,00,01,00,68,
1745450,00000120,false,Rx,1,4,00,00,08,B3,00,00,00,00,
